what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352937873121
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352937873128
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1352937873171
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1352937873217
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352937873712
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1352937873971
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352937874532
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352937874725
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352937875957
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352937884775
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1352937937796
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1352937937944
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1352937937962
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352937992306
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1352937992528
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1352937992593
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1352937992613
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1352937992989
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1352937993115
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1352937993204
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1352937993318
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1352937993607
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938014386
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1352938014433
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938025451
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938031906
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352938096882
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938097040
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1352938097119
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352938102838
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1352938104198
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1352938104310
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938108285
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1352938108325
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938167117
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352938175580
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1352938195060
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1352938199861
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938201921
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352938219486
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938219616
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1352938219816
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1352938219901
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352938230750
opened,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352938231173
activated,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352938231235
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1352938245095
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938247629
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938260168
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938262382
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938637763
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938641000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938643955
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1352938657089
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1352938706383
activated,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352938714394
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938718397
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938959607
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1352938990662
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352938992869
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352939015622
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352939015775
opened,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352939016182
activated,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352939016229
activated,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352939034431
activated,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352939042459
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1352939049744
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352939052217
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352939114028
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1352939115403
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1352939116026
activated,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352939124579
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1352939126090
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1352939134085
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1352939138477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352939141890
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1352939164583
activated,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352939186109
activated,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352939191885
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1352939233231
activated,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352939253786
activated,editor,csep.ui,0.2.2,"csep.CoffeeScript",1352939264786
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1352939286381
